Ward number ,Ward Name,Number of Connections,Consumption in ML,avg_household_size,income_level,water_efficiency
495,Synthetic Ward 297,3091,47.14,2,Middle,0.93
496,Synthetic Ward 298,4169,270.71,2,Low,0.75
497,Synthetic Ward 299,9498,189.13,5,High,0.84
498,Synthetic Ward 300,7852,286.08,2,Low,0.7
499,Synthetic Ward 301,5262,36.3,6,Low,0.63
500,Synthetic Ward 302,6598,355.86,4,High,0.98
501,Synthetic Ward 303,2246,40.83,4,Middle,0.8
502,Synthetic Ward 304,3693,359.06,2,Low,0.97
503,Synthetic Ward 305,4190,470.7,5,High,0.6
504,Synthetic Ward 306,5295,92.97,5,Middle,0.57
505,Synthetic Ward 307,5069,43.91,6,High,0.93
506,Synthetic Ward 308,1791,386.38,2,Low,0.84
507,Synthetic Ward 309,1370,63.93,4,Middle,0.59
508,Synthetic Ward 310,5660,467.47,5,Middle,0.63
509,Synthetic Ward 311,8461,209.47,2,High,0.9
510,Synthetic Ward 312,2399,60.89,5,High,0.73
511,Synthetic Ward 313,8331,119.29,5,High,0.84
512,Synthetic Ward 314,9490,78.02,4,Middle,0.66
513,Synthetic Ward 315,9393,409.7,3,Middle,0.69
514,Synthetic Ward 316,7537,283.77,6,Low,1.0
515,Synthetic Ward 317,1701,419.25,6,Middle,0.62
516,Synthetic Ward 318,5267,425.55,4,Low,0.75
517,Synthetic Ward 319,8696,383.12,5,High,0.92
518,Synthetic Ward 320,5195,168.79,2,High,0.62
519,Synthetic Ward 321,7001,272.6,5,Middle,0.71
520,Synthetic Ward 322,2978,186.66,4,High,0.81
521,Synthetic Ward 323,6001,181.64,6,High,0.74
522,Synthetic Ward 324,4138,77.15,5,Middle,0.73
523,Synthetic Ward 325,2872,236.32,6,Low,0.68
524,Synthetic Ward 326,3715,179.0,2,Middle,0.79
525,Synthetic Ward 327,895,178.97,6,Low,0.81
526,Synthetic Ward 328,9858,463.17,6,Middle,0.83
527,Synthetic Ward 329,5047,346.34,3,Middle,0.54
528,Synthetic Ward 330,2106,298.45,3,High,0.82
529,Synthetic Ward 331,836,202.01,3,Middle,0.98
530,Synthetic Ward 332,6213,92.61,6,Middle,0.77
531,Synthetic Ward 333,1322,242.98,4,Low,0.86
532,Synthetic Ward 334,6125,265.43,6,High,0.78
533,Synthetic Ward 335,520,198.7,4,Low,0.93
534,Synthetic Ward 336,3913,428.26,4,Low,0.96
535,Synthetic Ward 337,2944,336.4,3,High,0.59
536,Synthetic Ward 338,6568,116.25,5,High,0.72
537,Synthetic Ward 339,6426,91.12,2,High,0.7
538,Synthetic Ward 340,704,99.76,3,Middle,0.7
539,Synthetic Ward 341,616,134.54,3,High,0.56
540,Synthetic Ward 342,1008,417.9,5,High,0.91
541,Synthetic Ward 343,8469,72.45,2,High,0.52
542,Synthetic Ward 344,8735,346.04,6,Low,0.76
543,Synthetic Ward 345,5562,326.31,6,Low,0.83
544,Synthetic Ward 346,9773,438.83,3,Middle,0.6
545,Synthetic Ward 347,3689,418.84,2,Low,0.95
546,Synthetic Ward 348,3469,362.91,3,Middle,0.92
547,Synthetic Ward 349,1141,162.36,4,Low,0.74
548,Synthetic Ward 350,5214,149.3,3,High,0.71
549,Synthetic Ward 351,4736,365.62,3,Low,0.62
550,Synthetic Ward 352,7723,360.39,6,Middle,0.86
551,Synthetic Ward 353,3313,68.68,6,Low,0.57
552,Synthetic Ward 354,2270,344.44,6,High,0.84
553,Synthetic Ward 355,7876,266.99,4,Middle,0.92
554,Synthetic Ward 356,2090,352.17,6,High,0.61
555,Synthetic Ward 357,1737,88.13,2,High,0.93
556,Synthetic Ward 358,5081,151.16,5,Middle,0.52
557,Synthetic Ward 359,658,431.28,2,High,0.96
558,Synthetic Ward 360,3821,20.07,2,High,0.56
559,Synthetic Ward 361,9269,385.41,6,Low,0.82
560,Synthetic Ward 362,5782,235.33,5,High,0.63
561,Synthetic Ward 363,666,76.34,5,High,0.92
562,Synthetic Ward 364,884,278.21,5,High,0.76
563,Synthetic Ward 365,538,222.88,4,High,0.57
564,Synthetic Ward 366,1390,288.22,6,Middle,0.79
565,Synthetic Ward 367,8941,372.13,5,Low,0.7
566,Synthetic Ward 368,8657,275.76,4,High,0.83
567,Synthetic Ward 369,4356,297.48,3,High,0.94
568,Synthetic Ward 370,8499,474.05,3,Middle,0.7
569,Synthetic Ward 371,7148,81.91,4,High,0.64
570,Synthetic Ward 372,3636,427.74,4,Middle,0.51
571,Synthetic Ward 373,8282,436.94,6,Low,0.79
572,Synthetic Ward 374,8937,303.47,6,Low,0.7
573,Synthetic Ward 375,8530,100.55,3,High,0.69
574,Synthetic Ward 376,5372,74.16,5,High,0.59
575,Synthetic Ward 377,1308,428.07,3,High,0.72
576,Synthetic Ward 378,3610,307.93,5,Middle,0.99
577,Synthetic Ward 379,940,155.97,5,High,0.65
578,Synthetic Ward 380,9442,429.08,6,High,0.8
579,Synthetic Ward 381,5300,148.09,2,Low,0.89
580,Synthetic Ward 382,4974,148.82,2,High,0.87
581,Synthetic Ward 383,1595,407.62,4,Low,0.66
582,Synthetic Ward 384,5112,472.07,6,High,0.81
583,Synthetic Ward 385,2694,498.43,5,Low,0.94
584,Synthetic Ward 386,7182,96.97,2,High,0.51
585,Synthetic Ward 387,9925,263.13,5,Low,0.72
586,Synthetic Ward 388,464,62.93,2,Middle,0.61
587,Synthetic Ward 389,9293,487.04,2,Low,0.69
588,Synthetic Ward 390,4022,151.6,2,Low,0.71
589,Synthetic Ward 391,2631,416.19,6,Low,0.87
590,Synthetic Ward 392,8550,205.4,3,High,0.55
591,Synthetic Ward 393,7760,155.11,5,High,0.76
592,Synthetic Ward 394,3051,461.99,6,High,0.78
593,Synthetic Ward 395,6132,125.09,6,Middle,0.75
594,Synthetic Ward 396,3659,336.3,6,Middle,0.87
595,Synthetic Ward 397,6917,76.95,6,Low,0.69
596,Synthetic Ward 398,2746,498.12,6,Middle,0.97
597,Synthetic Ward 399,7414,154.56,4,Low,0.74
598,Synthetic Ward 400,1028,271.85,5,Low,0.79
599,Synthetic Ward 401,5420,445.74,6,Low,0.91
600,Synthetic Ward 402,6245,253.3,5,Middle,0.64
601,Synthetic Ward 403,8360,58.27,4,High,0.54
602,Synthetic Ward 404,6795,170.95,4,Middle,0.85
603,Synthetic Ward 405,5123,106.17,5,Low,0.74
604,Synthetic Ward 406,9575,244.88,2,Low,0.95
605,Synthetic Ward 407,8233,253.72,3,Middle,0.99
606,Synthetic Ward 408,5450,367.83,2,Low,0.7
607,Synthetic Ward 409,4230,19.29,2,Low,0.71
608,Synthetic Ward 410,4296,104.48,2,Middle,0.7
609,Synthetic Ward 411,3208,306.24,6,Middle,0.66
610,Synthetic Ward 412,1033,269.55,4,Middle,0.89
611,Synthetic Ward 413,2843,176.52,2,Low,0.88
612,Synthetic Ward 414,6371,224.36,4,Low,0.74
613,Synthetic Ward 415,5891,98.26,5,High,0.52
614,Synthetic Ward 416,3131,420.02,3,High,0.65
615,Synthetic Ward 417,8650,133.42,5,Middle,0.65
616,Synthetic Ward 418,8213,12.6,5,High,0.91
617,Synthetic Ward 419,3562,235.68,6,Low,0.54
618,Synthetic Ward 420,2070,456.49,3,High,0.9
619,Synthetic Ward 421,1606,416.42,5,Low,0.83
620,Synthetic Ward 422,6265,29.76,5,Middle,0.87
621,Synthetic Ward 423,201,400.28,3,Middle,0.72
622,Synthetic Ward 424,7532,95.5,3,Low,0.84
623,Synthetic Ward 425,5127,121.47,5,High,0.8
624,Synthetic Ward 426,5442,362.64,3,Middle,0.88
625,Synthetic Ward 427,1019,456.24,5,Middle,0.72
626,Synthetic Ward 428,6874,417.96,5,High,0.74
627,Synthetic Ward 429,8759,387.74,6,High,0.82
628,Synthetic Ward 430,3558,111.93,2,Low,0.55
629,Synthetic Ward 431,5847,442.36,5,High,0.72
630,Synthetic Ward 432,1665,52.71,4,High,0.99
631,Synthetic Ward 433,6365,252.75,2,High,0.52
632,Synthetic Ward 434,2468,323.0,2,Low,0.66
633,Synthetic Ward 435,8812,438.14,2,Low,0.66
634,Synthetic Ward 436,4599,416.81,6,Middle,0.82
635,Synthetic Ward 437,8367,477.55,5,Low,0.55
636,Synthetic Ward 438,1447,194.53,6,Middle,0.81
637,Synthetic Ward 439,885,18.78,5,High,0.55
638,Synthetic Ward 440,394,386.67,6,Middle,0.55
639,Synthetic Ward 441,4696,13.7,6,Middle,0.86
640,Synthetic Ward 442,3928,129.02,4,High,0.66
641,Synthetic Ward 443,6173,339.5,6,Middle,0.99
642,Synthetic Ward 444,6286,260.46,3,Low,0.52
643,Synthetic Ward 445,7886,341.44,4,Low,0.72
644,Synthetic Ward 446,7454,116.77,6,Low,0.56
645,Synthetic Ward 447,4962,129.42,2,Low,0.68
646,Synthetic Ward 448,541,363.99,3,Middle,1.0
647,Synthetic Ward 449,6820,133.74,3,Middle,0.94
648,Synthetic Ward 450,4039,395.85,3,High,0.52
649,Synthetic Ward 451,637,64.08,4,Middle,0.78
650,Synthetic Ward 452,4361,414.9,6,Middle,0.82
651,Synthetic Ward 453,1099,340.84,6,Middle,0.6
652,Synthetic Ward 454,1166,277.93,2,High,0.57
653,Synthetic Ward 455,5797,335.5,2,Low,0.95
654,Synthetic Ward 456,271,369.88,3,Middle,0.98
655,Synthetic Ward 457,1596,51.83,2,High,1.0
656,Synthetic Ward 458,2230,215.44,4,High,0.89
657,Synthetic Ward 459,6265,488.47,6,High,0.83
658,Synthetic Ward 460,1138,401.77,3,Low,0.67
659,Synthetic Ward 461,6834,33.34,2,Middle,0.59
660,Synthetic Ward 462,6050,284.6,4,High,0.54
661,Synthetic Ward 463,6557,141.92,4,Low,0.85
662,Synthetic Ward 464,8755,196.95,2,High,0.89
663,Synthetic Ward 465,547,68.07,6,High,0.91
664,Synthetic Ward 466,1073,348.26,2,High,0.96
665,Synthetic Ward 467,9562,404.73,3,High,0.94
666,Synthetic Ward 468,9740,325.03,2,High,1.0
667,Synthetic Ward 469,7081,403.44,4,Low,0.62
668,Synthetic Ward 470,8583,360.37,2,Middle,0.88
669,Synthetic Ward 471,218,361.98,6,Middle,0.79
670,Synthetic Ward 472,813,131.87,5,Middle,0.63
671,Synthetic Ward 473,8399,21.44,2,Middle,0.99
672,Synthetic Ward 474,1890,348.41,6,Low,0.95
673,Synthetic Ward 475,8196,19.89,6,Low,0.56
674,Synthetic Ward 476,8807,420.26,4,Low,0.51
675,Synthetic Ward 477,9020,351.08,6,High,0.84
676,Synthetic Ward 478,6345,377.82,6,High,0.8
677,Synthetic Ward 479,7714,453.08,6,High,0.97
678,Synthetic Ward 480,2289,140.26,6,Middle,0.62
679,Synthetic Ward 481,2404,271.0,3,High,0.54
680,Synthetic Ward 482,8142,362.55,3,Middle,0.63
681,Synthetic Ward 483,3458,439.29,4,High,0.51
682,Synthetic Ward 484,6791,414.86,2,Middle,0.52
683,Synthetic Ward 485,5507,398.35,6,High,0.96
684,Synthetic Ward 486,5827,498.0,2,High,0.68
685,Synthetic Ward 487,8867,153.94,2,Low,0.71
686,Synthetic Ward 488,4830,245.35,4,High,0.51
687,Synthetic Ward 489,5913,39.41,6,High,0.64
688,Synthetic Ward 490,2530,144.1,6,Low,0.9
689,Synthetic Ward 491,7353,50.0,5,Middle,0.81
690,Synthetic Ward 492,5792,216.24,2,Low,0.88
691,Synthetic Ward 493,460,12.68,2,Low,0.72
692,Synthetic Ward 494,9709,256.94,3,Middle,0.65
693,Synthetic Ward 495,4173,494.54,5,High,0.74
694,Synthetic Ward 496,7886,423.25,3,Middle,0.66
695,Synthetic Ward 497,8107,317.68,3,High,0.92
696,Synthetic Ward 498,4360,122.25,3,High,0.65
697,Synthetic Ward 499,5715,365.85,4,Middle,0.83
698,Synthetic Ward 500,6862,448.61,4,Low,0.57
699,Synthetic Ward 501,6472,408.35,3,Middle,0.84
700,Synthetic Ward 502,5247,47.39,5,High,0.96
701,Synthetic Ward 503,6164,170.34,2,Middle,0.8
702,Synthetic Ward 504,7145,301.03,5,Middle,0.78
703,Synthetic Ward 505,4607,403.37,6,High,0.98
704,Synthetic Ward 506,5838,171.79,4,Low,0.81
705,Synthetic Ward 507,7090,80.13,2,Middle,0.63
706,Synthetic Ward 508,4771,79.39,2,High,0.65
707,Synthetic Ward 509,5332,229.0,6,High,0.85
708,Synthetic Ward 510,2777,470.84,6,Middle,0.87
709,Synthetic Ward 511,4336,386.1,3,Low,0.65
710,Synthetic Ward 512,9344,150.88,4,Middle,0.67
711,Synthetic Ward 513,9700,279.7,4,Low,1.0
712,Synthetic Ward 514,9547,253.33,5,Low,0.55
713,Synthetic Ward 515,8671,490.22,3,Low,0.7
714,Synthetic Ward 516,3719,355.86,3,Low,0.53
715,Synthetic Ward 517,357,280.7,3,Middle,0.91
716,Synthetic Ward 518,102,105.37,3,High,0.55
717,Synthetic Ward 519,8526,362.37,4,High,0.84
718,Synthetic Ward 520,6356,466.02,4,High,0.53
719,Synthetic Ward 521,1268,77.15,3,High,0.84
720,Synthetic Ward 522,5845,234.38,5,High,0.92
721,Synthetic Ward 523,875,232.16,2,High,0.7
722,Synthetic Ward 524,8082,38.13,2,Middle,0.76
723,Synthetic Ward 525,7222,428.01,5,Low,0.7
724,Synthetic Ward 526,6521,104.06,3,High,0.65
725,Synthetic Ward 527,6671,277.81,4,Middle,0.9
726,Synthetic Ward 528,3865,43.74,2,High,0.64
727,Synthetic Ward 529,3555,321.4,6,High,0.86
728,Synthetic Ward 530,3902,84.27,6,Low,0.6
729,Synthetic Ward 531,8178,120.17,5,Low,0.62
730,Synthetic Ward 532,3393,490.29,3,Low,0.67
731,Synthetic Ward 533,3293,77.11,2,High,0.79
732,Synthetic Ward 534,5197,226.85,3,High,0.73
733,Synthetic Ward 535,3524,240.24,2,High,0.87
734,Synthetic Ward 536,3771,271.82,5,Low,0.61
735,Synthetic Ward 537,7060,183.85,5,Middle,0.51
736,Synthetic Ward 538,7069,466.58,6,High,0.89
737,Synthetic Ward 539,8420,486.14,3,High,0.91
738,Synthetic Ward 540,9982,111.45,6,High,0.53
739,Synthetic Ward 541,224,76.42,3,Middle,0.81
740,Synthetic Ward 542,5416,62.38,6,High,0.69
741,Synthetic Ward 543,1003,347.56,4,Middle,0.9
742,Synthetic Ward 544,3185,93.6,4,High,0.94
743,Synthetic Ward 545,3537,142.79,4,Middle,0.93
744,Synthetic Ward 546,6574,148.08,4,High,0.89
745,Synthetic Ward 547,5279,377.1,2,Low,0.63
746,Synthetic Ward 548,8940,170.36,4,Low,0.91
747,Synthetic Ward 549,4788,133.52,5,Low,0.77
748,Synthetic Ward 550,8592,388.48,5,Low,0.53
749,Synthetic Ward 551,7022,159.36,2,High,0.73
750,Synthetic Ward 552,2666,493.15,4,Low,0.97
751,Synthetic Ward 553,6651,362.12,4,Middle,0.94
752,Synthetic Ward 554,9103,245.34,4,Low,0.55
753,Synthetic Ward 555,3569,387.35,6,Low,0.87
754,Synthetic Ward 556,4231,65.34,3,Low,0.9
755,Synthetic Ward 557,6141,78.61,6,High,0.64
756,Synthetic Ward 558,9509,104.68,3,Low,0.74
757,Synthetic Ward 559,9066,335.75,4,Middle,0.86
758,Synthetic Ward 560,499,23.53,4,Low,0.72
759,Synthetic Ward 561,1073,53.78,6,Low,0.56
760,Synthetic Ward 562,7160,73.42,6,Low,0.85
761,Synthetic Ward 563,8692,155.35,3,Middle,0.96
762,Synthetic Ward 564,2571,47.9,5,Low,0.83
763,Synthetic Ward 565,4250,498.58,3,Middle,0.89
764,Synthetic Ward 566,5066,135.13,6,Middle,0.68
765,Synthetic Ward 567,2378,54.92,6,Low,0.59
766,Synthetic Ward 568,1611,405.09,2,Middle,0.82
767,Synthetic Ward 569,9252,483.33,6,High,0.66
768,Synthetic Ward 570,2273,370.26,2,Low,0.93
769,Synthetic Ward 571,8537,497.56,5,Low,0.56
770,Synthetic Ward 572,3002,148.06,3,Middle,0.72
771,Synthetic Ward 573,5215,115.24,3,Middle,0.7
772,Synthetic Ward 574,124,325.8,2,Low,0.97
773,Synthetic Ward 575,740,402.09,3,High,0.58
774,Synthetic Ward 576,1688,191.0,6,Middle,0.5
775,Synthetic Ward 577,805,384.67,4,Middle,0.62
776,Synthetic Ward 578,1253,148.83,2,High,0.91
777,Synthetic Ward 579,6042,219.56,3,High,0.6
778,Synthetic Ward 580,3864,133.18,2,Low,0.62
779,Synthetic Ward 581,8768,401.2,2,High,0.56
780,Synthetic Ward 582,2835,451.28,4,Low,0.86
781,Synthetic Ward 583,3330,214.82,6,High,0.53
782,Synthetic Ward 584,1558,114.71,2,Middle,0.67
783,Synthetic Ward 585,3557,219.77,3,Low,0.64
784,Synthetic Ward 586,589,278.88,5,Low,0.78
785,Synthetic Ward 587,1780,191.28,2,Low,0.87
786,Synthetic Ward 588,2790,297.25,2,High,0.77
787,Synthetic Ward 589,1570,492.55,4,Middle,0.97
788,Synthetic Ward 590,8910,125.85,6,Low,0.98
789,Synthetic Ward 591,9349,432.55,5,Low,0.68
790,Synthetic Ward 592,3880,495.44,3,Low,0.89
791,Synthetic Ward 593,4204,74.04,5,Low,0.87
792,Synthetic Ward 594,7946,198.45,3,Middle,0.95
793,Synthetic Ward 595,4551,278.4,6,High,0.72
794,Synthetic Ward 596,425,280.71,3,Middle,0.77
795,Synthetic Ward 597,6377,433.45,4,Low,0.71
796,Synthetic Ward 598,5885,477.98,4,Middle,0.93
797,Synthetic Ward 599,8504,470.88,4,Low,0.61
798,Synthetic Ward 600,5031,350.98,4,High,0.62
799,Synthetic Ward 601,4454,455.56,5,High,0.69
800,Synthetic Ward 602,234,269.6,6,High,0.62
801,Synthetic Ward 603,4890,224.28,3,Low,0.78
802,Synthetic Ward 604,3136,169.3,3,Middle,0.57
803,Synthetic Ward 605,341,130.41,4,High,0.66
804,Synthetic Ward 606,3850,262.85,4,Low,0.96
805,Synthetic Ward 607,2766,466.0,2,Low,0.7
806,Synthetic Ward 608,6404,179.01,6,Middle,0.87
807,Synthetic Ward 609,857,162.35,5,High,0.56
808,Synthetic Ward 610,8875,353.71,3,Low,0.62
809,Synthetic Ward 611,2598,266.44,2,Middle,0.9
810,Synthetic Ward 612,4197,318.81,2,High,0.88
811,Synthetic Ward 613,421,377.65,3,Middle,0.69
812,Synthetic Ward 614,5918,323.03,5,Middle,0.98
813,Synthetic Ward 615,9782,29.07,2,Low,0.96
814,Synthetic Ward 616,7282,38.03,2,Low,0.98
815,Synthetic Ward 617,8496,22.65,6,Low,0.71
816,Synthetic Ward 618,1782,358.4,5,Middle,0.6
817,Synthetic Ward 619,4181,203.48,2,Low,0.81
818,Synthetic Ward 620,1453,81.69,5,Middle,0.84
819,Synthetic Ward 621,430,175.58,3,Middle,0.56
820,Synthetic Ward 622,1340,499.66,4,Low,0.89
821,Synthetic Ward 623,3384,442.63,2,High,0.51
822,Synthetic Ward 624,8740,313.66,6,High,0.74
823,Synthetic Ward 625,4269,328.34,3,High,0.67
824,Synthetic Ward 626,1840,286.24,5,Middle,0.87
825,Synthetic Ward 627,4173,78.05,3,Middle,0.66
826,Synthetic Ward 628,7000,64.61,2,Middle,0.91
827,Synthetic Ward 629,3926,22.45,5,Low,0.8
828,Synthetic Ward 630,7274,90.42,4,Middle,0.9
829,Synthetic Ward 631,6737,224.64,3,Low,0.99
830,Synthetic Ward 632,6849,217.64,2,Low,0.84
831,Synthetic Ward 633,1076,176.7,6,High,0.99
832,Synthetic Ward 634,7348,167.1,5,High,0.51
833,Synthetic Ward 635,2774,168.14,3,High,0.67
834,Synthetic Ward 636,7072,368.62,3,Low,0.55
835,Synthetic Ward 637,4770,442.78,4,Low,0.63
836,Synthetic Ward 638,2012,77.42,4,Low,0.92
837,Synthetic Ward 639,4361,189.01,6,Middle,0.52
838,Synthetic Ward 640,5953,341.54,6,Low,0.76
839,Synthetic Ward 641,185,46.48,2,High,0.78
840,Synthetic Ward 642,3669,176.01,2,High,0.78
841,Synthetic Ward 643,5200,30.43,6,Low,0.74
842,Synthetic Ward 644,9733,494.85,6,Low,0.9
843,Synthetic Ward 645,8090,285.92,5,High,0.57
844,Synthetic Ward 646,8243,13.45,4,Low,0.66
845,Synthetic Ward 647,5103,69.62,2,High,0.81
846,Synthetic Ward 648,6309,32.57,4,Middle,0.85
847,Synthetic Ward 649,3559,398.94,4,High,0.7
848,Synthetic Ward 650,1508,463.23,6,Middle,0.94
849,Synthetic Ward 651,6662,75.78,5,Low,0.71
850,Synthetic Ward 652,8180,161.21,3,Low,0.7
851,Synthetic Ward 653,7883,438.79,5,Middle,0.52
852,Synthetic Ward 654,8332,322.83,5,Low,0.78
853,Synthetic Ward 655,7482,58.0,4,Middle,0.85
854,Synthetic Ward 656,2029,230.59,5,Low,0.56
855,Synthetic Ward 657,4897,321.31,2,High,0.65
856,Synthetic Ward 658,7232,194.61,4,Low,0.89
857,Synthetic Ward 659,5711,351.28,2,High,0.68
858,Synthetic Ward 660,1806,461.06,3,High,0.62
859,Synthetic Ward 661,712,399.13,4,Middle,0.84
860,Synthetic Ward 662,4817,21.15,3,Low,0.6
861,Synthetic Ward 663,9713,230.84,4,Middle,0.95
862,Synthetic Ward 664,6190,63.19,6,Low,0.55
863,Synthetic Ward 665,8139,221.54,5,High,0.85
864,Synthetic Ward 666,3078,217.89,6,High,0.75
865,Synthetic Ward 667,7421,278.07,3,Low,0.93
866,Synthetic Ward 668,4563,358.02,5,Low,0.56
867,Synthetic Ward 669,3451,447.02,4,Middle,0.84
868,Synthetic Ward 670,1342,128.88,5,Low,0.79
869,Synthetic Ward 671,4139,354.54,2,Low,0.74
870,Synthetic Ward 672,8910,211.21,5,Low,0.75
871,Synthetic Ward 673,6783,283.66,2,Middle,0.86
872,Synthetic Ward 674,8870,149.86,5,Low,0.97
873,Synthetic Ward 675,7030,448.97,2,High,0.55
874,Synthetic Ward 676,1426,346.51,3,Middle,0.51
875,Synthetic Ward 677,8744,199.53,6,Middle,0.9
876,Synthetic Ward 678,8388,76.64,4,High,0.55
877,Synthetic Ward 679,4289,182.43,5,High,0.99
878,Synthetic Ward 680,8492,180.6,6,High,0.81
879,Synthetic Ward 681,5930,89.49,4,Low,0.83
880,Synthetic Ward 682,8935,463.33,4,High,0.6
881,Synthetic Ward 683,4471,425.43,2,Low,0.62
882,Synthetic Ward 684,4977,385.5,3,Middle,0.83
883,Synthetic Ward 685,3206,32.69,3,Middle,0.95
884,Synthetic Ward 686,6694,383.67,6,High,0.99
885,Synthetic Ward 687,6686,334.31,3,Low,0.6
886,Synthetic Ward 688,9710,474.34,5,High,0.57
887,Synthetic Ward 689,6764,387.75,3,High,0.53
888,Synthetic Ward 690,6389,186.97,6,Low,0.93
889,Synthetic Ward 691,621,336.66,3,High,0.65
890,Synthetic Ward 692,4344,264.2,5,Middle,0.5
891,Synthetic Ward 693,6417,420.36,2,High,0.61
892,Synthetic Ward 694,379,311.51,6,Low,0.67
893,Synthetic Ward 695,2026,263.04,2,Low,1.0
894,Synthetic Ward 696,5567,185.72,2,Middle,0.76
895,Synthetic Ward 697,9743,80.31,2,Low,0.6
896,Synthetic Ward 698,4125,57.76,4,Low,0.67
897,Synthetic Ward 699,2284,409.7,4,Middle,0.67
898,Synthetic Ward 700,7235,479.95,2,High,0.51
899,Synthetic Ward 701,9979,340.8,6,Middle,0.57
900,Synthetic Ward 702,9104,149.22,5,High,0.85
901,Synthetic Ward 703,9605,365.74,5,Middle,0.56
902,Synthetic Ward 704,1500,461.3,3,High,0.62
903,Synthetic Ward 705,5713,281.16,6,Middle,0.68
904,Synthetic Ward 706,6435,347.04,4,High,0.88
905,Synthetic Ward 707,8680,480.12,2,Middle,0.79
906,Synthetic Ward 708,2189,87.91,3,High,0.84
907,Synthetic Ward 709,2463,268.89,5,Middle,0.78
908,Synthetic Ward 710,9887,46.51,4,Low,0.84
909,Synthetic Ward 711,6804,40.84,4,High,0.5
910,Synthetic Ward 712,2543,431.59,2,Middle,0.97
911,Synthetic Ward 713,4360,442.7,5,High,0.56
912,Synthetic Ward 714,6440,152.71,6,High,0.7
913,Synthetic Ward 715,7740,57.12,4,Middle,0.89
914,Synthetic Ward 716,4402,321.65,2,High,0.72
915,Synthetic Ward 717,8944,114.18,6,Middle,0.97
916,Synthetic Ward 718,6540,454.29,5,Low,0.73
917,Synthetic Ward 719,3369,178.77,4,High,0.94
918,Synthetic Ward 720,4086,247.82,6,Low,0.91
919,Synthetic Ward 721,9667,276.46,6,High,0.99
920,Synthetic Ward 722,9011,33.69,6,High,0.96
921,Synthetic Ward 723,2703,417.33,4,High,0.95
922,Synthetic Ward 724,9128,459.75,4,Middle,0.87
923,Synthetic Ward 725,9888,467.29,3,Low,0.68
924,Synthetic Ward 726,8152,344.15,5,High,0.55
925,Synthetic Ward 727,2843,213.48,2,Middle,0.84
926,Synthetic Ward 728,3878,63.54,6,High,0.99
927,Synthetic Ward 729,3488,426.45,3,Middle,0.86
928,Synthetic Ward 730,2690,169.81,2,High,0.96
929,Synthetic Ward 731,8399,383.49,3,Low,0.9
930,Synthetic Ward 732,9589,322.9,4,Low,0.58
931,Synthetic Ward 733,1684,92.63,6,High,0.62
932,Synthetic Ward 734,7466,317.44,2,Middle,0.67
933,Synthetic Ward 735,6058,337.6,2,High,0.58
934,Synthetic Ward 736,6311,332.6,2,Middle,0.79
935,Synthetic Ward 737,2579,171.11,2,High,0.99
936,Synthetic Ward 738,5452,490.87,2,Middle,0.88
937,Synthetic Ward 739,9718,470.24,3,Low,0.71
938,Synthetic Ward 740,2825,19.25,6,High,0.5
939,Synthetic Ward 741,3608,190.28,4,Low,0.66
940,Synthetic Ward 742,2069,174.87,4,Low,0.76
941,Synthetic Ward 743,3314,187.83,4,High,0.66
942,Synthetic Ward 744,4615,251.21,4,High,0.56
943,Synthetic Ward 745,8777,465.61,3,Middle,0.72
944,Synthetic Ward 746,2182,41.5,5,Middle,0.63
945,Synthetic Ward 747,9056,180.6,6,Low,0.95
946,Synthetic Ward 748,1188,482.38,2,Middle,0.55
947,Synthetic Ward 749,8341,439.21,5,Middle,0.52
948,Synthetic Ward 750,2887,35.05,4,High,0.5
949,Synthetic Ward 751,4367,108.46,5,Middle,0.66
950,Synthetic Ward 752,7672,233.38,6,Low,0.83
951,Synthetic Ward 753,4391,70.76,2,Middle,0.87
952,Synthetic Ward 754,9254,26.2,2,Low,0.73
953,Synthetic Ward 755,9849,460.62,6,High,0.84
954,Synthetic Ward 756,4843,442.32,6,Low,0.68
955,Synthetic Ward 757,2609,96.37,4,Middle,0.83
956,Synthetic Ward 758,6001,454.48,2,High,0.52
957,Synthetic Ward 759,6134,58.98,5,Middle,0.7
958,Synthetic Ward 760,2703,220.45,3,High,0.9
959,Synthetic Ward 761,4383,265.84,3,High,0.9
960,Synthetic Ward 762,7082,428.27,6,Middle,0.86
961,Synthetic Ward 763,9364,429.77,4,Middle,0.6
962,Synthetic Ward 764,8550,281.14,3,High,0.62
963,Synthetic Ward 765,4351,139.2,2,High,1.0
964,Synthetic Ward 766,2873,178.75,6,Middle,0.55
965,Synthetic Ward 767,5792,251.44,5,Low,0.59
966,Synthetic Ward 768,8383,91.16,6,Middle,0.57
967,Synthetic Ward 769,5612,108.58,5,High,0.66
968,Synthetic Ward 770,3024,278.92,6,Middle,0.61
969,Synthetic Ward 771,6231,418.76,6,Low,0.75
970,Synthetic Ward 772,4770,57.72,6,Middle,0.74
971,Synthetic Ward 773,9541,130.21,5,High,0.95
972,Synthetic Ward 774,3052,449.69,5,Middle,0.52
973,Synthetic Ward 775,7420,116.72,6,High,0.66
974,Synthetic Ward 776,2201,138.78,3,High,0.8
975,Synthetic Ward 777,9240,328.1,4,Middle,0.8
976,Synthetic Ward 778,5069,204.35,4,High,0.74
977,Synthetic Ward 779,2093,463.11,4,High,0.91
